,NewsID,Category,SubCategory,cluster_hdbscan,proba
116,117832,news,newsbusiness,10,0.8759063006078186
117,91558,news,newscrime,6,1.0
118,36303,news,newsus,8,0.9559828249721658
119,24963,news,newsus,-1,0.0
120,128164,news,newsscienceandtechnology,4,1.0
121,68431,news,newsus,6,1.0
122,64549,news,newsscienceandtechnology,4,0.911818747478303
123,105019,news,newsweather,-1,0.0
124,83977,news,newscrime,-1,0.0
125,55282,news,newsus,11,1.0
126,106883,news,newsopinion,8,1.0
127,45485,news,newscrime,-1,0.0
128,15393,news,newsus,-1,0.0
129,37756,news,newscrime,6,0.943883193930322
130,61939,news,newsus,6,1.0
131,81544,news,newsfactcheck,3,1.0
132,2397,news,newsscienceandtechnology,4,1.0
133,559,news,newsworld,3,0.8687619320162845
134,5163,news,newsus,10,0.8136529782043272
135,105655,news,newsus,6,1.0
136,12688,news,newspolitics,8,0.6756057339221946
137,112115,news,newsus,-1,0.0
138,36773,news,newsus,11,1.0
139,23308,news,newsus,-1,0.0
140,52445,news,newsus,10,0.9653161588881192
141,115493,news,newscrime,-1,0.0
142,120679,news,newsus,6,0.9972253081863144
143,104722,news,newscrime,6,1.0
144,110217,news,newsus,-1,0.0
145,13834,news,newspolitics,8,0.9168875373847332
146,80541,news,newscrime,-1,0.0
147,103880,news,newsscienceandtechnology,4,0.6212914940634972
148,42293,news,newsus,10,1.0
149,125486,news,newsus,6,1.0
150,8194,news,newscrime,6,1.0
151,94896,news,newspolitics,8,0.7829287688439828
152,83376,news,newspolitics,-1,0.0
153,115813,news,newscrime,6,1.0
154,31925,news,newsworld,3,0.5945618418194245
155,92897,news,newsus,6,1.0
156,39238,news,newsus,-1,0.0
157,110111,news,newsus,6,1.0
158,5399,news,newsgoodnews,7,1.0
159,106025,news,newspolitics,8,0.7942884115613411
160,126468,news,newsscienceandtechnology,-1,0.0
161,54033,news,newsscienceandtechnology,4,1.0
162,114130,news,newsus,-1,0.0
163,96646,news,newsworld,3,0.8287937935028624
164,120723,news,newsus,5,0.5875182841592392
165,65832,news,newsus,6,1.0
166,37941,news,newscrime,6,0.9802613454689304
167,54209,news,newsscienceandtechnology,4,0.941495704328886
168,120200,news,newsus,5,0.7808989814278696
169,27632,news,newscrime,6,1.0
170,6020,news,newscrime,-1,0.0
171,85079,news,newsus,10,0.8759063006078186
172,90765,news,newspolitics,8,1.0
173,53688,news,newsus,6,1.0
174,23848,news,factcheck,8,0.9125196145960636
175,118462,news,newsus,6,1.0
176,93253,news,newsus,6,0.8791483624867964
177,36761,news,newsus,6,1.0
178,88318,news,newsus,-1,0.0
179,103316,news,factcheck,-1,0.0
180,54325,news,newspolitics,8,1.0
181,118513,news,newspolitics,8,0.8360933438555728
182,111236,news,newspolitics,8,0.8649842755150939
183,115482,news,newspolitics,8,1.0
184,7133,news,newsus,6,1.0
185,125589,news,newsus,6,1.0
186,62291,news,factcheck,8,0.7965981392812052
187,98405,news,newspolitics,8,0.7649062635765833
188,10524,news,newsus,10,0.8060086756243223
189,35224,news,newsworld,-1,0.0
190,121828,news,newsus,5,1.0
191,128546,news,newsworld,-1,0.0
192,40027,news,newspolitics,1,0.5938863437680282
193,29256,news,newsus,9,0.9621374692692836
194,100233,news,newscrime,6,1.0
195,115698,news,newsus,2,1.0
196,113524,news,newsworld,3,0.8375115413215742
197,1737,news,newsus,1,0.4986119890323466
198,47769,news,newsus,0,1.0
199,35891,news,newsus,-1,0.0
200,96519,news,newsworld,3,0.5945618418194245
201,25624,news,newspolitics,8,0.9158620082665044
202,42084,news,newspolitics,8,0.8150729398748272
203,122259,news,newsscienceandtechnology,-1,0.0
204,80285,news,newsus,10,0.842343759783616
205,107922,news,newsus,11,1.0
206,21635,news,newsworld,-1,0.0
207,105493,news,newsworld,3,0.7003593960877617
208,84063,news,newsus,6,0.9421679259540208
209,98062,news,newspolitics,8,0.9201795459008044
210,24119,news,newsus,-1,0.0
211,98683,news,newsopinion,8,0.7127552444945758
212,54143,news,newsus,5,0.7271528334600942
213,87185,news,newsbusiness,10,0.8144438017544211
214,13946,news,newsworld,3,1.0
215,112718,news,newsus,8,0.6957389461107266
216,112867,news,newsus,0,1.0
217,102819,news,newsus,-1,0.0
218,13119,news,newsfactcheck,10,0.9174519882225852
219,28435,news,newspolitics,8,0.8135091142635688
220,61232,news,newsus,10,0.8637616640559954
221,76801,news,newsus,4,1.0
222,113554,news,newsus,6,1.0
223,126559,news,newsworld,3,0.9335127174953958
224,67169,news,newsus,11,0.9769612930778676
225,36253,news,newsus,6,1.0
226,92267,news,newsoffbeat,-1,0.0
227,5468,news,newspolitics,-1,0.0
228,17614,news,newsus,-1,0.0
229,85613,news,newsoffbeat,-1,0.0
230,45646,news,newspolitics,8,0.8839331524560721
231,127499,news,newsus,11,1.0
232,113912,news,newsus,6,1.0
233,14968,news,newsworld,-1,0.0
234,90548,news,newsworld,3,0.5945618418194245
235,121534,news,newsworld,3,0.7149964321439891
236,51183,news,newsscienceandtechnology,-1,0.0
237,119719,news,newscrime,6,1.0
238,90755,news,newsopinion,8,1.0
239,34389,news,newspolitics,8,0.8084610648534069
240,7430,news,newspolitics,3,0.8998858004409925
241,3907,news,newspolitics,-1,0.0
242,29226,news,newsscienceandtechnology,0,1.0
243,62969,news,newsus,0,1.0
244,51863,news,newsscienceandtechnology,4,1.0
245,7259,news,newsus,-1,0.0
246,79219,news,newsworld,11,0.9297257015289134
247,105928,news,newsworld,3,1.0
248,116944,news,newspolitics,8,1.0
249,22340,news,factcheck,-1,0.0
250,72327,news,newsworld,8,0.7624934480716972
251,116917,news,newsworld,3,1.0
252,86849,news,newspolitics,1,0.7447838305709555
253,118836,news,newsscienceandtechnology,4,1.0
254,107268,news,newsus,-1,0.0
255,30792,news,newsworld,3,1.0
256,14663,news,newsus,10,0.858085960978505
257,75644,news,newspolitics,8,0.8355061579987926
258,21256,news,newsscienceandtechnology,-1,0.0
259,5046,news,newsus,10,0.8759063006078186
260,2191,news,newsus,6,0.8598880354528095
261,100132,news,factcheck,10,0.8136529782043272
262,101025,news,newsus,8,0.9877188727980796
263,51737,news,newsus,5,0.4789576823336103
264,109840,news,newsus,10,0.8201493440946278
265,12587,news,newsscienceandtechnology,3,0.5281189625948342
266,51429,news,newsus,-1,0.0
267,55326,news,newscrime,6,1.0
268,7300,news,newsus,10,0.8136529782043272
269,126948,news,newscrime,6,1.0
270,59262,news,newscrime,5,0.9062797810830788
271,81705,news,newsus,6,0.892945437065168
272,39040,news,newspolitics,-1,0.0
273,66303,news,newsus,10,1.0
274,60656,news,newsscienceandtechnology,-1,0.0
275,91771,news,newsus,7,1.0
276,76089,news,newsus,6,1.0
277,11677,news,newsus,-1,0.0
278,32299,news,newsscienceandtechnology,0,1.0
279,59813,news,newsus,-1,0.0
280,39560,news,newspolitics,4,0.6977527225976362
281,89567,news,newsus,11,1.0
282,107135,news,newsscienceandtechnology,0,1.0
283,30237,news,newscrime,6,1.0
284,15351,news,newsus,6,0.8841649316339603
285,78048,news,newsus,6,1.0
286,1413,news,newscrime,9,0.9212362809408616
287,18372,news,newsgoodnews,6,0.8938128790283257
288,5621,news,newsworld,11,0.8735493192153033
289,95416,news,newscrime,6,1.0
290,1352,news,newscrime,6,1.0
291,57426,news,newsus,-1,0.0
292,64501,news,newsgoodnews,-1,0.0
293,121080,news,newsscienceandtechnology,4,0.6977527225976362
294,123265,news,newspolitics,4,0.6977527225976362
295,26421,news,newspolitics,8,0.8327105723588301
296,126883,news,newsworld,3,0.8731859188082405
297,30511,news,newsus,-1,0.0
298,88732,news,newsus,-1,0.0
299,77099,news,newsscienceandtechnology,4,1.0
300,38080,news,newsus,-1,0.0
301,54674,news,newsus,4,1.0
302,98684,news,newspolitics,1,1.0
303,76394,news,newspolitics,1,0.9919313123841896
304,103104,news,newsworld,-1,0.0
305,106346,news,newsus,5,0.5408233893191376
306,59354,news,newsus,-1,0.0
307,41180,news,newsscienceandtechnology,-1,0.0
308,119235,news,newsbusiness,4,1.0
309,85121,news,newsworld,3,1.0
310,37550,news,newsus,10,0.9122468232017924
311,109000,news,newsus,6,1.0
312,58162,news,newsus,-1,0.0
313,111954,news,newsus,5,0.5997227550876525
314,47936,news,newsus,-1,0.0
315,47571,news,newsus,1,0.8346625165937953
316,74680,news,newsus,10,0.8136529782043272
317,80773,news,newsscienceandtechnology,4,0.9497053772798788
318,10381,news,newsscienceandtechnology,-1,0.0
319,75311,news,newsworld,3,0.5945618418194245
320,98852,news,newsworld,3,0.5037656070131044
321,99236,news,newsus,8,0.6756057339221946
322,68277,news,newsus,5,0.844093386590009
323,120593,news,newsus,6,1.0
324,84764,news,newspolitics,8,1.0
325,83597,news,newsus,-1,0.0
326,117843,news,newsgoodnews,-1,0.0
327,60700,news,newspolitics,1,0.5781229105025767
328,122038,news,newsus,7,1.0
329,12081,news,newsopinion,3,1.0
330,125179,news,newsus,6,1.0
331,91178,news,newsus,-1,0.0
332,92504,news,newscrime,-1,0.0
333,90889,news,newsus,10,0.8136529782043272
334,86780,news,newsus,6,0.8586550087679734
335,99021,news,newsopinion,8,1.0
336,74559,news,newsus,8,0.9115183723988968
337,23282,news,newsworld,-1,0.0
338,5620,news,newsgoodnews,5,0.6997053853458614
339,80679,news,newsus,5,0.7479443239919963
340,104636,news,newspolitics,8,0.8260525639912144
341,74753,news,newscrime,5,1.0
342,61937,news,newsus,11,1.0
343,101691,news,newsscienceandtechnology,-1,0.0
344,126361,news,newspolitics,8,0.773124585465325
345,85506,news,newspolitics,8,1.0
346,1409,news,newsgoodnews,0,1.0
347,2142,news,newsopinion,10,0.8136529782043272
348,60471,news,newsus,8,0.7147428445594914
349,129225,news,newsus,6,1.0
350,43397,news,newsus,10,0.9783148827932694
351,64383,news,newsus,6,1.0
352,32235,news,newsus,-1,0.0
353,124433,news,newsworld,3,0.8393038118557549
354,87642,news,newscrime,6,1.0
355,42406,news,newsus,-1,0.0
356,77070,news,factcheck,8,1.0
357,27792,news,newsus,4,1.0
358,3828,news,newsoffbeat,-1,0.0
359,16350,news,newspolitics,-1,0.0
360,106475,news,newscrime,6,0.8526895037550137
361,85453,news,newsus,0,1.0
362,84317,news,newspolitics,3,1.0
363,111766,news,newsworld,3,1.0
364,82926,news,newsworld,3,0.8315145084137805
365,63159,news,newsus,10,1.0
366,12176,news,newscrime,-1,0.0
367,38606,news,newsus,-1,0.0
368,17520,news,newsworld,3,0.7003593960877617
369,13665,news,newsus,6,0.9588710129501878
370,2238,news,newspolitics,3,0.9291553342788732
371,116167,news,newsworld,6,1.0
372,84703,news,newspolitics,8,0.8183929749282238
373,53208,news,newscrime,6,1.0
374,66160,news,newsscienceandtechnology,4,1.0
375,93276,news,newspolitics,8,0.8834456239077411
376,122988,news,newspolitics,8,0.7161560357653233
377,117507,news,newsus,6,0.8813771956819522
378,27754,news,newspolitics,3,1.0
379,71630,news,newsus,6,1.0
380,1334,news,newsus,0,1.0
381,47017,news,newspolitics,-1,0.0
382,126316,news,newspolitics,-1,0.0
383,68013,news,newsscienceandtechnology,4,1.0
384,101983,news,newscrime,6,1.0
385,25506,news,newscrime,6,1.0
386,128777,news,newsscienceandtechnology,4,1.0
387,96794,news,newscrime,6,1.0
388,68476,news,newspolitics,8,1.0
389,129651,news,newspolitics,8,1.0
390,47219,news,newscrime,6,1.0
391,64508,news,newsus,6,1.0
392,34285,news,newsus,10,0.8107706643480328
393,107413,news,newsscienceandtechnology,4,1.0
394,48521,news,newscrime,6,1.0
395,6310,news,newsscienceandtechnology,0,1.0
396,77155,news,newsworld,-1,0.0
397,124820,news,newsoffbeat,-1,0.0
398,46256,news,newspolitics,8,1.0
399,61712,news,newsscienceandtechnology,0,1.0
400,82753,news,newsgoodnews,-1,0.0
401,90248,news,newspolitics,10,0.8136529782043272
402,24950,news,newscrime,6,1.0
403,14057,news,newscrime,6,1.0
404,33410,news,newscrime,6,1.0
405,85315,news,newsus,11,0.956056739003682
406,68174,news,newsworld,-1,0.0
407,109790,news,newsus,10,0.9783148827932694
408,108349,news,newsus,-1,0.0
409,81301,news,newspolitics,8,0.9877188727980796
410,52915,news,newsscienceandtechnology,-1,0.0
411,74663,news,newsus,-1,0.0
412,92854,news,newsopinion,10,0.8136529782043272
413,90002,news,newspolitics,8,0.7684948698217153
414,53933,news,newsus,0,1.0
415,100033,news,newsus,3,0.7108370463204781
416,2541,news,newsworld,9,1.0
417,73086,news,newsus,6,0.9564420781283226
418,12871,news,newspolitics,1,1.0
419,118541,news,newsus,6,0.9160569900084936
420,2420,news,newsus,-1,0.0
421,96627,news,newscrime,6,1.0
422,70023,news,newsus,10,1.0
423,22988,news,newsus,5,0.7274062360576019
424,27914,news,newsus,6,1.0
425,53215,news,newsworld,3,0.4953325285666183
426,3302,news,newspolitics,8,0.8341648003368215
427,90229,news,newsus,5,0.8386743409545838
428,28889,news,newsopinion,3,0.9361242276326416
429,73478,news,newsus,7,1.0
430,72667,news,newsworld,3,1.0
431,38650,news,newsus,-1,0.0
432,91721,news,newsscienceandtechnology,0,1.0
433,21155,news,newsoffbeat,9,0.8768408254595318
434,66650,news,newsus,-1,0.0
435,24454,news,newsus,5,0.6224185289160483
436,41322,news,newscrime,6,1.0
437,43519,news,newsus,11,0.9831656489558304
438,57491,news,newscrime,5,0.9718135208915284
439,106731,news,newsscienceandtechnology,-1,0.0
440,38321,news,newsscienceandtechnology,4,1.0
441,56777,news,newspolitics,8,1.0
442,106462,news,newspolitics,8,0.7138869711546497
443,54161,news,newsus,-1,0.0
444,21880,news,newsus,6,1.0
445,105692,news,newsworld,3,0.7003593960877617
446,1221,news,newsus,-1,0.0
447,82882,news,newspolitics,8,0.982642738468508
448,14647,news,newsus,5,0.4944194959223326
449,86481,news,newsgoodnews,10,0.8759063006078186
450,104485,news,newsworld,8,0.8261176234518494
451,51730,news,newspolitics,8,0.787450536133566
452,120961,news,newspolitics,8,0.9162432142828052
453,100287,news,newscrime,6,1.0
454,7256,news,newsus,6,1.0
455,92334,news,newsus,10,0.9292105651383114
456,41338,news,newspolitics,8,1.0
457,27985,news,newsus,10,0.925251368020338
458,130378,news,newsworld,-1,0.0
459,7679,news,newsus,8,0.9594181199043348
460,84406,news,newsfactcheck,3,0.8488341439861337
461,6956,news,newspolitics,8,0.8107519569536566
462,101847,news,newscrime,6,0.8662981095999779
463,90105,news,newsus,6,1.0
464,69029,news,newsscienceandtechnology,4,1.0
465,73238,news,newsscienceandtechnology,4,0.7650053729143045
466,5431,news,newspolitics,8,1.0
467,19055,news,newsus,-1,0.0
468,10410,news,newsus,-1,0.0
469,45836,news,newsworld,-1,0.0
470,69940,news,newsus,-1,0.0
471,83792,news,newsscienceandtechnology,4,0.9146563523470908
472,27087,news,newspolitics,8,0.9522327165517852
473,102975,news,newsscienceandtechnology,5,0.9522360989824143
474,5609,news,newsus,5,0.7274062360576019
475,61755,news,newsus,-1,0.0
476,86888,news,newsscienceandtechnology,4,1.0
477,34221,news,newsscienceandtechnology,4,0.6977527225976362
478,84550,news,newsus,10,1.0
479,11348,news,newsus,10,0.9783148827932694
480,103585,news,personalfinance,8,0.7697670445260015
481,93854,news,newsus,-1,0.0
482,56080,news,newspolitics,8,0.847323307270341
483,121102,news,newspolitics,1,0.9919313123841896
484,23521,news,newsus,5,0.9336898083951792
485,15342,news,newscrime,6,1.0
486,23761,news,newspolitics,-1,0.0
487,105558,news,newsus,6,0.9564420781283226
488,48409,news,newspolitics,8,0.8936457794983178
489,44885,news,newsus,6,1.0
490,11567,news,newspolitics,8,0.9877188727980796
491,90778,news,newspolitics,1,0.505795386869713
492,119388,news,newsscienceandtechnology,4,0.8080268577258465
493,103279,news,newsus,6,0.8408469819824844
494,129417,news,newsworld,3,0.8735691398222715
495,71031,news,newsus,-1,0.0
496,128920,news,newspolitics,1,1.0
497,7405,news,newsworld,1,0.5193979052889975
498,128574,news,newspolitics,8,0.860680478369439
499,12336,news,newspolitics,8,1.0
500,81449,news,newspolitics,8,0.6756057339221946
501,23161,news,newspolitics,5,0.7274062360576019
502,123336,news,newspolitics,8,0.7047716578317234
503,122386,news,newsus,-1,0.0
504,67060,news,newsus,-1,0.0
505,80267,news,newsworld,-1,0.0
506,78667,news,newspolitics,8,0.7998309076999304
507,81349,news,newsscienceandtechnology,4,1.0
508,95756,news,newspolitics,8,0.8099859458931677
509,99394,news,newsgoodnews,9,1.0
510,29648,news,newsus,11,0.8844171798902051
511,124632,news,newsworld,3,0.5945618418194245
512,101811,news,newsus,-1,0.0
513,82450,news,newspolitics,8,0.8260525639912144
514,121006,news,newscrime,6,0.8655405567481549
515,92564,news,newsus,-1,0.0
516,59263,news,newsus,6,0.988207279033092
517,81417,news,newscrime,6,1.0
518,62168,news,newspolitics,8,0.8181186895674575
519,118269,news,newsworld,3,1.0
520,7204,news,newspolitics,8,0.9794062347973456
521,72500,news,newsus,4,1.0
522,55449,news,newspolitics,1,0.7869812741972856
523,16332,news,newsus,6,1.0
524,15081,news,newsus,-1,0.0
525,12695,news,newscrime,-1,0.0
526,85251,news,newspolitics,8,1.0
527,106375,news,newsgoodnews,5,1.0
528,62160,news,newsus,0,1.0
529,77391,news,newsscienceandtechnology,6,1.0
530,3181,news,newsoffbeat,-1,0.0
531,40142,news,newspolitics,8,0.9877188727980796
532,77434,news,newsus,-1,0.0
533,37694,news,newsscienceandtechnology,3,0.6992297681948811
534,31249,news,newsgoodnews,5,0.8686607966314421
535,2804,news,newsscienceandtechnology,4,1.0
536,12340,news,newsgoodnews,5,0.6413294634127901
537,54559,news,empowering-the-planet,-1,0.0
538,116992,news,newsus,6,1.0
539,130233,news,newsus,10,0.8136529782043272
540,21655,news,newscrime,6,1.0
541,22479,news,newsus,3,0.8491733956190901
542,54119,news,newspolitics,1,0.3342042513256424
543,72652,news,newspolitics,8,0.6953804261077151
544,65388,news,newsworld,6,1.0
545,118902,news,newscrime,6,1.0
546,62290,news,newsus,10,1.0
547,127267,news,newsus,0,1.0
548,7711,news,newsworld,8,0.8842138414055772
549,93663,news,newsworld,3,0.5553937000216422
550,124645,news,newsscienceandtechnology,3,0.5766462574236114
551,26463,news,newsworld,3,1.0
552,21678,news,newsus,-1,0.0
553,23796,news,newsscienceandtechnology,4,1.0
554,77516,news,newspolitics,-1,0.0
555,93379,news,newsus,6,1.0
556,100341,news,newspolitics,8,0.9130440184416873
557,120403,news,newsus,6,1.0
558,17869,news,newscrime,6,0.918015909374794
559,38050,news,newsscienceandtechnology,0,1.0
560,43570,news,newsscienceandtechnology,4,1.0
561,45047,news,newsus,11,0.956056739003682
562,84241,news,newsscienceandtechnology,4,0.9804527435858028
563,115293,news,newspolitics,8,1.0
564,84572,news,newsus,5,0.7716086895908567
565,21572,news,newsus,-1,0.0
566,67421,news,newsus,6,1.0
567,55819,news,newsus,9,0.9621374692692836
568,7172,news,newsus,9,0.8525337026842551
569,74698,news,newsus,5,0.5894724821795334
570,12403,news,newscrime,-1,0.0
571,22978,news,newsphotos,8,0.6787343118061988
572,19352,news,newsworld,3,1.0
573,3500,news,newspolitics,8,0.7681799325131854
574,127286,news,newspolitics,8,0.7180371066271547
575,9473,news,newspolitics,8,1.0
576,91524,news,newsus,6,0.9564420781283226
577,10467,news,newsoffbeat,-1,0.0
578,101720,news,newsus,9,0.9566558198382744
579,80634,news,newspolitics,1,1.0
580,99145,news,newsoffbeat,6,1.0
581,81901,news,newsus,10,1.0
582,105720,news,newsus,8,0.80899017225479
583,130241,news,newsscienceandtechnology,0,1.0
584,86985,news,newscrime,6,1.0
585,41274,news,newsus,1,0.9698192805565876
586,42444,news,newsgoodnews,5,0.8756882042115673
587,44569,news,newspolitics,8,0.985703215029443
588,65885,news,newsus,-1,0.0
589,1824,news,newsus,6,1.0
590,59416,news,newsphotos,9,1.0
591,45460,news,newsus,-1,0.0
592,8533,news,newscrime,6,1.0
593,74496,news,newsopinion,8,0.6886809433695406
594,129253,news,newsus,-1,0.0
595,104930,news,newsus,9,0.9621374692692836
596,38269,news,newsbusiness,4,0.9454834651105328
597,117287,news,newscrime,6,1.0
598,64179,news,newsscienceandtechnology,4,0.9951052382787808
599,98915,news,newspolitics,8,1.0
600,104873,news,newsworld,3,0.8957289131160285
601,49575,news,newsus,11,1.0
602,40706,news,newsscienceandtechnology,-1,0.0
603,9188,news,newsus,5,1.0
604,30561,news,newscrime,-1,0.0
605,54360,news,newspolitics,8,0.7373485988357146
606,111297,news,newspolitics,8,0.9682317986433396
607,77633,news,newspolitics,8,1.0
608,36129,news,newspolitics,8,1.0
609,17995,news,newsus,-1,0.0
610,99684,news,newspolitics,8,1.0
611,122956,news,newscrime,-1,0.0
612,48147,news,newspolitics,3,0.822656892180707
613,92964,news,newscrime,6,1.0
614,79257,news,newsscienceandtechnology,4,1.0
615,87324,news,newsus,-1,0.0
616,33125,news,newsus,-1,0.0
617,32201,news,newsus,-1,0.0
618,10525,news,newsworld,-1,0.0
619,88886,news,newspolitics,8,1.0
620,59321,news,newsus,-1,0.0
621,2243,news,newsoffbeat,-1,0.0
622,108304,news,newsoffbeat,-1,0.0
623,58933,news,newsworld,8,0.9522942443152946
624,95758,news,newsscienceandtechnology,5,0.9126062068206428
625,14782,news,newscrime,6,0.897469996217874
626,121466,news,newspolitics,8,0.7763796189721975
627,70047,news,newscrime,6,1.0
628,7678,news,newspolitics,8,0.9682317986433396
629,117620,news,newspolitics,-1,0.0
630,10175,news,newsscienceandtechnology,4,1.0
631,374,news,newspolitics,8,1.0
632,14460,news,newsus,8,0.7889637041329229
633,80778,news,factcheck,8,0.7528821300848655
634,15155,news,newspolitics,8,0.982642738468508
635,44343,news,newscrime,6,1.0
636,36104,news,newspolitics,1,1.0
637,63116,news,newscrime,-1,0.0
638,112630,news,newsus,-1,0.0
639,127743,news,newspolitics,-1,0.0
640,3290,news,newsus,5,0.6017526208831033
641,73094,news,newsworld,6,0.9920456622164944
642,106103,news,newsus,10,0.8759063006078186
643,47890,news,newscrime,6,0.9224796739417866
644,22809,news,newsworld,5,0.7274062360576019
645,22114,news,newsphotos,-1,0.0
646,32969,news,newsscienceandtechnology,4,1.0
647,95158,news,newsus,8,0.7806338387833699
648,89083,news,newsscienceandtechnology,5,0.7179164604410695
649,37277,news,newsgoodnews,-1,0.0
650,42128,news,newsus,6,1.0
651,21647,news,newscrime,6,0.8655405567481549
652,86523,news,newspolitics,8,0.9826874624571916
653,61954,news,newscrime,6,1.0
654,43058,news,newscrime,6,1.0
655,65643,news,newscrime,6,0.9882925149049072
656,32177,news,newsus,10,1.0
657,96485,news,newsus,-1,0.0
658,25651,news,newsus,6,1.0
659,29302,news,newspolitics,3,1.0
660,122100,news,factcheck,-1,0.0
661,87987,news,newsoffbeat,9,0.9047498239398324
662,69460,news,newsus,11,1.0
663,81087,news,newsus,7,1.0
664,21656,news,newsus,6,1.0
665,64765,news,newsgoodnews,5,1.0
666,88617,news,newsus,5,0.9273298247177764
