user_id,item_id,score,user_id_init,category
153437-9,87795,0.9750415109683284,153437,9
153437-9,83852,0.957497180548651,153437,9
153437-9,108736,0.9565078795983496,153437,9
89113-0,21018,0.6823244131766062,89113,0
89113-0,34522,0.6469537664160773,89113,0
89113-4,37721,0.8911544892334389,89113,4
89113-4,40381,0.8111267969727483,89113,4
89113-7,75836,0.9784594454569376,89113,7
89113-7,91160,0.9754111676699474,89113,7
89113-7,106580,0.9638989315358222,89113,7
89113-9,68048,0.9655673076573316,89113,9
89113-11,14599,0.9056142921380332,89113,11
134790-0,49307,0.5523192987027561,134790,0
134790-0,85943,0.5255076450706527,134790,0
134790-5,12572,0.0484594823104847,134790,5
134790-6,80456,0.9016105747908312,134790,6
134790-7,92462,0.9842653965286096,134790,7
134790-7,20916,0.9802343418302812,134790,7
134790-9,52464,0.98450600458506,134790,9
134790-9,118908,0.9769862149729772,134790,9
134790-9,68048,0.9647931661362829,134790,9
134790-9,123833,0.9646968432691764,134790,9
155062-0,15976,0.7143722031090313,155062,0
155062-0,110925,0.5248711120705936,155062,0
155062-9,42326,0.9801858833501134,155062,9
155062-9,37769,0.9710069516882478,155062,9
155062-9,63322,0.9706701205037296,155062,9
155062-9,121136,0.9608229921072858,155062,9
155062-9,79581,0.9593470479336093,155062,9
155062-11,89039,0.8979921151422017,155062,11
321673-0,21018,0.5713749235666175,321673,0
321673-0,118432,0.5366571353622449,321673,0
321673-0,54368,0.4777249357393578,321673,0
321673-4,46415,0.7954960898575896,321673,4
321673-5,1204,0.3256610075633425,321673,5
321673-6,43755,0.6121512568464913,321673,6
321673-7,2025,0.7393474480258528,321673,7
321673-9,53474,0.9434712482621148,321673,9
321673-9,60988,0.9291249163121328,321673,9
586002-0,119988,0.2018772428558781,586002,0
586002-0,96729,0.1980200233273372,586002,0
586002-0,54368,0.1779560444334525,586002,0
586002-1,114526,0.739609958108808,586002,1
586002-4,46415,0.8979043634802628,586002,4
586002-6,110308,0.7605583832716971,586002,6
586002-7,21356,0.902892695388112,586002,7
586002-9,42326,0.9681456477619496,586002,9
586002-9,1767,0.9548387349934412,586002,9
586002-9,24695,0.9469646220859292,586002,9
586002-10,4406,0.6866742918477766,586002,10
519267-0,23031,0.4904367598797055,519267,0
519267-7,20916,0.9553527402236937,519267,7
519267-9,87795,0.975166741815966,519267,9
519267-9,99187,0.9663530937014122,519267,9
519267-9,34028,0.9615929735794664,519267,9
519267-9,73756,0.9613036185398806,519267,9
519267-9,83852,0.9582518046691568,519267,9
519267-9,103852,0.9551841071499882,519267,9
519267-11,128367,0.9249770465316636,519267,11
423454-0,119988,0.1890355484718307,423454,0
423454-0,96729,0.1744553690619867,423454,0
423454-0,30119,0.1728367970829705,423454,0
423454-0,54368,0.1561271121095324,423454,0
423454-4,120147,0.6875273247321337,423454,4
423454-6,124876,0.6869394347181103,423454,6
423454-7,18539,0.8837662811711179,423454,7
423454-9,51164,0.9605966941017094,423454,9
423454-9,22796,0.9504936812496434,423454,9
73050-0,110925,0.2392199961452429,73050,0
73050-0,119988,0.1972802652164177,73050,0
73050-0,96729,0.1840995762964023,73050,0
73050-4,67955,0.7703198540996977,73050,4
73050-7,54296,0.9681040460689924,73050,7
73050-9,42326,0.9732909979511514,73050,9
73050-9,4408,0.9627487162935232,73050,9
73050-9,73756,0.9607240484554735,73050,9
73050-10,15125,0.901111003389924,73050,10
704002-0,54368,0.7675342286829744,704002,0
704002-0,47925,0.6911049342935741,704002,0
704002-3,105407,0.5762171887247804,704002,3
704002-6,104054,0.887614824360724,704002,6
704002-6,14482,0.8658465467568933,704002,6
704002-7,118486,0.9883233952506346,704002,7
704002-7,53896,0.9867800997356448,704002,7
704002-7,92462,0.9866351730826912,704002,7
704002-7,59704,0.9711350020122084,704002,7
265053-0,49283,0.7322868814181475,265053,0
265053-0,44109,0.6583701827408844,265053,0
265053-4,128257,0.7466804355220824,265053,4
265053-7,92462,0.9848476503368536,265053,7
265053-7,7907,0.9802169153237228,265053,7
265053-9,63322,0.9805137758553104,265053,9
265053-9,97238,0.9694700080954972,265053,9
265053-9,110485,0.9660164471377064,265053,9
265053-9,28873,0.9569358052572186,265053,9
265053-10,15125,0.8346662949866517,265053,10
265053-11,52019,0.702137657896149,265053,11
453287-0,33443,0.7997379310332802,453287,0
453287-0,36959,0.7337274708476975,453287,0
453287-0,62577,0.6637338656188096,453287,0
453287-0,106607,0.6305578352038634,453287,0
453287-4,100289,0.7213115440871487,453287,4
453287-9,110485,0.976725833261877,453287,9
453287-9,65795,0.9744548072731936,453287,9
453287-9,37769,0.9734782983327672,453287,9
453287-9,63322,0.9671408508126144,453287,9
380146-0,115314,0.5769480120643584,380146,0
380146-0,121138,0.5735844983299665,380146,0
380146-4,11846,0.8039684043687448,380146,4
380146-7,92462,0.9833622203767776,380146,7
380146-7,16433,0.961486702718774,380146,7
380146-9,37769,0.9755657922897644,380146,9
380146-9,80814,0.970538317928207,380146,9
380146-9,68048,0.967240847119142,380146,9
22880-0,110925,0.1993152134936378,22880,0
22880-0,119988,0.1758331814993121,22880,0
22880-0,54368,0.1479683268498071,22880,0
22880-1,29123,0.6629774185790824,22880,1
22880-7,54296,0.8964896549677361,22880,7
22880-9,99187,0.966460690955014,22880,9
22880-9,73756,0.9632763590370452,22880,9
22880-9,42326,0.9491573831147702,22880,9
22880-11,114954,0.795340793957343,22880,11
51655-0,54368,0.8334968030922569,51655,0
51655-0,21018,0.743106943258973,51655,0
51655-0,1444,0.6944251595305623,51655,0
51655-6,104054,0.9284313170028518,51655,6
51655-7,20916,0.9854582134998624,51655,7
51655-7,92462,0.9828424757225744,51655,7
51655-7,56937,0.978593509660643,51655,7
51655-9,34028,0.9727411699902544,51655,9
7533-0,29016,0.805890520422422,7533,0
7533-4,53018,0.701506300402798,7533,4
7533-5,14612,0.1128127060512717,7533,5
7533-6,128914,0.5565034118661812,7533,6
7533-7,54296,0.9503145348266178,7533,7
7533-7,127742,0.8405420100325405,7533,7
7533-9,38042,0.970375606070736,7533,9
7533-9,53474,0.9498179916452204,7533,9
7533-10,85986,0.6563866059216986,7533,10
7533-11,94999,0.8457433432910465,7533,11
116537-0,96729,0.8349116306722023,116537,0
116537-0,54368,0.7998694004692306,116537,0
116537-4,127657,0.7928313792397699,116537,4
116537-6,5747,0.5496828382074578,116537,6
116537-7,69225,0.982802118401641,116537,7
116537-7,54296,0.94743874523455,116537,7
116537-7,113633,0.9404264491281732,116537,7
116537-9,100867,0.9847476810007952,116537,9
116537-10,51948,0.8639040029390932,116537,10
582146-0,96729,0.8406686002562256,582146,0
582146-0,49307,0.7848867888704404,582146,0
582146-0,21018,0.7541560444903044,582146,0
582146-0,108379,0.7340658281567025,582146,0
582146-1,90507,0.7724401468252717,582146,1
582146-6,104054,0.8446953672449868,582146,6
582146-7,56937,0.9680114182902876,582146,7
582146-7,59704,0.956656362719394,582146,7
582146-9,76268,0.8811163333496477,582146,9
582146-10,15125,0.8808080676631296,582146,10
209819-0,96729,0.5098234257736806,209819,0
209819-0,64957,0.474867959616688,209819,0
209819-4,46415,0.8675288286970038,209819,4
209819-7,114157,0.9763028489360316,209819,7
209819-9,49939,0.9780892054813548,209819,9
209819-9,127814,0.9735098385326494,209819,9
209819-9,56784,0.9449427951089509,209819,9
209819-9,55023,0.9346258944803694,209819,9
209819-9,96855,0.9314173421451332,209819,9
209819-9,87855,0.9232225549514654,209819,9
34655-0,29016,0.7969560629330195,34655,0
34655-0,54368,0.7948255112280403,34655,0
34655-0,47925,0.7762851321040004,34655,0
34655-7,7907,0.9086408984088474,34655,7
34655-8,9447,0.5688325877928865,34655,8
34655-9,79025,0.94581096637053,34655,9
34655-9,51142,0.9440576429707008,34655,9
34655-9,127134,0.9432013982701684,34655,9
34655-10,988,0.4330825969019265,34655,10
34655-11,33967,0.6924885502050848,34655,11
603509-0,106885,0.4390267472298436,603509,0
603509-0,27097,0.4345716496467225,603509,0
603509-0,96729,0.4298156727112904,603509,0
603509-1,13221,0.9498201566446732,603509,1
603509-1,31016,0.9474762063169316,603509,1
603509-4,53018,0.9003884205124498,603509,4
603509-4,46415,0.8748761823574713,603509,4
603509-7,88754,0.8528101159399669,603509,7
603509-9,7728,0.9765192502990434,603509,9
603509-11,17488,0.5654796298792748,603509,11
333008-0,28863,0.3509052832674331,333008,0
333008-6,1036,0.8496145583094515,333008,6
333008-6,40075,0.7260127030131727,333008,6
333008-7,111159,0.994629432998691,333008,7
333008-9,52464,0.9428773136656062,333008,9
333008-9,56784,0.9341339784442072,333008,9
333008-9,80965,0.9155521347775084,333008,9
333008-9,4408,0.9146615589817672,333008,9
333008-10,11066,0.8765253937123205,333008,10
454552-0,25038,0.7763983966942946,454552,0
454552-0,18373,0.7568714850118677,454552,0
454552-4,53018,0.8564970054403733,454552,4
454552-7,109802,0.9089499485852632,454552,7
454552-9,49939,0.9844122656031836,454552,9
454552-9,127814,0.9708689687091284,454552,9
454552-9,4408,0.96868557229277,454552,9
454552-9,56784,0.9558550286508832,454552,9
454552-9,112339,0.9549867970188064,454552,9
454552-11,33967,0.9207739450137984,454552,11
235390-0,121138,0.7433904762800244,235390,0
235390-0,5521,0.4237472905842894,235390,0
235390-4,93232,0.7459431280279756,235390,4
235390-4,46262,0.6773395278299799,235390,4
235390-4,18258,0.6417317302862596,235390,4
235390-7,126678,0.9511941072021234,235390,7
235390-7,21356,0.9247132125551614,235390,7
235390-9,7728,0.9572753761324008,235390,9
235390-9,77606,0.9559305623426482,235390,9
303980-0,106885,0.5776945418357695,303980,0
303980-0,47925,0.5159427469564726,303980,0
303980-4,79627,0.7282719658516611,303980,4
303980-6,12264,0.9101092391738264,303980,6
303980-7,54296,0.966178589721238,303980,7
303980-7,20916,0.9659143076797536,303980,7
303980-7,56937,0.9651433948161292,303980,7
303980-9,99187,0.9738764984436074,303980,9
303980-9,44244,0.9726209289529212,303980,9
303980-10,93934,0.939832530419054,303980,10
303980-11,110341,0.8988201937065817,303980,11
65512-0,67706,0.901646701495656,65512,0
65512-0,29016,0.8869660585547203,65512,0
65512-0,74101,0.7890093781168217,65512,0
65512-1,44759,0.9121553557496858,65512,1
65512-6,104054,0.9038422801211572,65512,6
65512-7,2648,0.981735352645962,65512,7
65512-7,28837,0.9712266329267236,65512,7
65512-7,110025,0.9632870532927847,65512,7
65512-7,96336,0.9632384343922002,65512,7
421655-0,10929,0.659038311559587,421655,0
421655-6,91268,0.92579291454871,421655,6
421655-7,20916,0.9837605909965038,421655,7
421655-7,2575,0.9791615780757962,421655,7
421655-7,54296,0.958540805650181,421655,7
421655-7,109802,0.9327367775038647,421655,7
421655-7,21356,0.9293562150447836,421655,7
421655-7,7984,0.9049620690977224,421655,7
421655-10,102448,0.6493895208589885,421655,10
552191-0,49307,0.8723540924182693,552191,0
552191-0,21018,0.7632257841026786,552191,0
552191-0,64957,0.6554428898463375,552191,0
552191-6,110308,0.9069414319884728,552191,6
552191-7,92462,0.979469901223441,552191,7
552191-7,39041,0.9681704032052266,552191,7
552191-7,2575,0.9674854194740504,552191,7
552191-7,110025,0.9564466961915338,552191,7
552191-10,100368,0.7523322318154435,552191,10
201057-0,25038,0.5623490437352872,201057,0
201057-0,49307,0.5361875382445963,201057,0
201057-4,53018,0.8306770224178912,201057,4
201057-9,80814,0.9797837930395378,201057,9
201057-9,65768,0.9782980072371318,201057,9
201057-9,80577,0.976709523550799,201057,9
201057-9,42326,0.9749781774988536,201057,9
201057-9,886,0.9654366698898392,201057,9
201057-11,114954,0.9207836147081448,201057,11
53393-0,33443,0.673383416802576,53393,0
53393-0,95153,0.5763732464101149,53393,0
53393-4,53018,0.8835770304478067,53393,4
53393-6,12264,0.5315826014301779,53393,6
53393-7,97175,0.8803811651916986,53393,7
53393-9,120749,0.9512502111564988,53393,9
53393-9,4433,0.9469471205258654,53393,9
53393-9,53474,0.9462016407808808,53393,9
53393-9,52369,0.9361477746599888,53393,9
122719-0,56047,0.5341759914910328,122719,0
122719-0,125818,0.530689449487477,122719,0
122719-2,75671,0.8671342719863309,122719,2
122719-7,56937,0.9532902743111684,122719,7
122719-7,28837,0.9488464990774776,122719,7
122719-9,63322,0.9655443004233776,122719,9
122719-9,37769,0.957242008022716,122719,9
122719-9,13407,0.9257653038629996,122719,9
122719-9,121136,0.9247820977304808,122719,9
500233-0,49307,0.8321174637767191,500233,0
500233-0,18373,0.7844244561943428,500233,0
500233-0,26368,0.7411342152737044,500233,0
500233-4,18258,0.6312136177623593,500233,4
500233-4,52976,0.5202975971617829,500233,4
500233-6,52388,0.7362081156789915,500233,6
500233-7,103224,0.940276003097407,500233,7
500233-7,22393,0.916581162884251,500233,7
500233-9,52464,0.9603303842626966,500233,9
500233-11,9138,0.2272134483314188,500233,11
68843-0,13505,0.4731340871142179,68843,0
68843-0,85313,0.4573888914271995,68843,0
68843-0,10252,0.4282750937223475,68843,0
68843-0,119317,0.4256803478057629,68843,0
68843-0,82798,0.4250353639674684,68843,0
68843-4,80921,0.4644066820923203,68843,4
68843-6,2319,0.9414745157316332,68843,6
68843-7,94421,0.9767843040047198,68843,7
68843-9,37769,0.9512496464389724,68843,9
68843-10,109852,0.8104223868163103,68843,10
661936-0,85943,0.6688292690357532,661936,0
661936-7,49719,0.9311806195779097,661936,7
661936-9,52464,0.9857561582812449,661936,9
661936-9,123833,0.9719100148044416,661936,9
661936-9,38042,0.969803403754825,661936,9
661936-9,4408,0.9683414163733391,661936,9
661936-9,127056,0.956112063121666,661936,9
661936-9,39798,0.9455296305192232,661936,9
661936-11,33967,0.7899349291072582,661936,11
688276-0,39877,0.5047506043951298,688276,0
688276-0,26837,0.5019679266031584,688276,0
688276-4,93232,0.9306146482931774,688276,4
688276-4,46415,0.8959315823518622,688276,4
688276-6,12264,0.9088477824635868,688276,6
688276-7,69225,0.9888099116625344,688276,7
688276-7,113999,0.9863213799364122,688276,7
688276-9,91716,0.9599789272486275,688276,9
688276-9,96855,0.9440434834508858,688276,9
451483-0,67706,0.7369910412223921,451483,0
451483-0,29016,0.6788836765640878,451483,0
451483-4,127585,0.735893977594205,451483,4
451483-6,98252,0.9021139389601136,451483,6
451483-7,92462,0.9808775181223368,451483,7
451483-7,20916,0.9757467157652856,451483,7
451483-7,7907,0.9757050206530856,451483,7
451483-9,110485,0.9829553563893468,451483,9
451483-9,21365,0.9605167281618456,451483,9
451483-10,15125,0.8903709183920053,451483,10
138478-0,29016,0.8575419124851116,138478,0
138478-0,49307,0.8467573024632098,138478,0
138478-0,117226,0.8100867816282601,138478,0
138478-7,92462,0.9818746056067816,138478,7
138478-7,7907,0.9812713349175076,138478,7
138478-7,56937,0.97963823376762,138478,7
138478-9,118908,0.945730691106756,138478,9
138478-10,109852,0.8862619127855501,138478,10
701647-0,25038,0.7778889032287908,701647,0
701647-0,18373,0.6793803165864363,701647,0
701647-0,67706,0.6667667606976658,701647,0
701647-4,53018,0.9248453588846168,701647,4
701647-6,110308,0.6580386814407604,701647,6
701647-7,21712,0.9663550407499172,701647,7
701647-7,92462,0.9649912125504674,701647,7
701647-9,118908,0.944735304692272,701647,9
345731-0,83375,0.4534717430582568,345731,0
345731-0,110925,0.3439499458220123,345731,0
345731-0,15976,0.2992891994843557,345731,0
345731-7,7907,0.9812797189789536,345731,7
345731-7,56937,0.976225267002222,345731,7
345731-9,80814,0.9730422306852268,345731,9
345731-9,17756,0.9676491318132738,345731,9
345731-9,68048,0.9618072955652016,345731,9
345731-10,121702,0.685872705108878,345731,10
171574-0,106885,0.8389482765468604,171574,0
171574-0,83732,0.7054904247571202,171574,0
171574-4,59619,0.6927303321330145,171574,4
171574-7,20916,0.9283691325725184,171574,7
171574-9,110485,0.9763338349842334,171574,9
171574-9,68048,0.9643918390861024,171574,9
171574-9,28873,0.9535998502215172,171574,9
171574-9,92476,0.9530608457140364,171574,9
171574-11,33967,0.9632351851878554,171574,11
259853-0,105016,0.483067918123637,259853,0
259853-0,78213,0.4631320083501398,259853,0
259853-0,90279,0.452891507131678,259853,0
259853-4,91236,0.5961267041856211,259853,4
259853-4,29067,0.5713208798154618,259853,4
259853-6,98252,0.8722672399682506,259853,6
259853-7,58641,0.7349909559008712,259853,7
259853-9,73756,0.946220467526796,259853,9
259853-9,78343,0.9349192739984404,259853,9
259853-11,45533,0.5616195019109104,259853,11
635910-0,53188,0.8048648957515759,635910,0
635910-0,54368,0.7742796300823235,635910,0
635910-0,21018,0.729265314357012,635910,0
635910-4,120147,0.6720717613494072,635910,4
635910-6,91268,0.5494057480859665,635910,6
635910-7,92462,0.9414399386886596,635910,7
635910-9,4408,0.9301369424771496,635910,9
635910-10,109852,0.9013121006001894,635910,10
409774-0,93879,0.622971397370732,409774,0
409774-6,23981,0.6699002240234997,409774,6
409774-7,39041,0.9295081670008856,409774,7
409774-9,52464,0.987525153071253,409774,9
409774-9,118908,0.9746497845221128,409774,9
409774-9,123833,0.9723243083187608,409774,9
409774-9,52371,0.9533683513651802,409774,9
409774-9,28873,0.9469040360767976,409774,9
409774-9,39798,0.9459160270115312,409774,9
409774-11,58135,0.9175255306275468,409774,11
51482-0,64957,0.4313766225886681,51482,0
51482-4,59619,0.8772262402167138,51482,4
51482-7,109802,0.8636247734304372,51482,7
51482-9,103852,0.9702520934346388,51482,9
51482-9,118908,0.9616763920697108,51482,9
51482-9,56784,0.9569941530994291,51482,9
51482-9,86509,0.945425013456228,51482,9
51482-9,126832,0.9286024095567672,51482,9
51482-9,53474,0.9253720039627316,51482,9
601683-0,93879,0.6541496701175864,601683,0
601683-0,49307,0.5963311132696989,601683,0
601683-0,21018,0.4257255005934989,601683,0
601683-0,66244,0.4220618635637386,601683,0
601683-4,67955,0.6969337248431113,601683,4
601683-4,63342,0.6165490244852305,601683,4
601683-7,110667,0.8104745595620925,601683,7
601683-9,52464,0.966743939769048,601683,9
601683-11,94999,0.4754672587387555,601683,11
601683-12,8844,0.1220028023640543,601683,12
241773-0,26452,0.8011542249791308,241773,0
241773-0,48644,0.7950103974287528,241773,0
241773-7,20916,0.9667639473937172,241773,7
241773-7,80444,0.96077058196094,241773,7
241773-9,85299,0.9839515689998594,241773,9
241773-9,34028,0.9831906010409308,241773,9
241773-9,60402,0.9700992723014072,241773,9
241773-11,128367,0.8497721166004103,241773,11
259625-0,25632,0.5257293450744779,259625,0
259625-0,105996,0.3777014429345842,259625,0
259625-0,106203,0.3658960718821586,259625,0
259625-0,129517,0.3615586940149526,259625,0
259625-1,71731,0.1406420449036648,259625,1
259625-5,42765,0.6998156038813251,259625,5
259625-6,110308,0.7090745692157358,259625,6
259625-7,18278,0.9588909886732042,259625,7
259625-10,9471,0.8167443511763353,259625,10
259625-12,98834,0.8288671523127692,259625,12
517265-0,67706,0.9467263482175676,517265,0
517265-0,29016,0.8834699311482023,517265,0
517265-4,77712,0.8478345937427713,517265,4
517265-7,92462,0.9912120666006224,517265,7
517265-7,7907,0.989340545097938,517265,7
517265-7,20916,0.9883899037522882,517265,7
517265-7,56937,0.9832275837506316,517265,7
517265-7,94421,0.9709713193769828,517265,7
27346-0,49307,0.5745717735820662,27346,0
27346-0,3977,0.5169418705520529,27346,0
27346-4,53018,0.8806236602571972,27346,4
27346-6,12264,0.31127549789414,27346,6
27346-7,54296,0.935246683563856,27346,7
27346-9,123833,0.9720878240287048,27346,9
27346-9,52464,0.9683964463448044,27346,9
27346-9,118908,0.9603856729121832,27346,9
27346-9,60402,0.9593828957223836,27346,9
27346-9,39798,0.9578452388567492,27346,9
253450-0,54368,0.7074408827758788,253450,0
253450-1,114526,0.7978874865164749,253450,1
253450-4,46415,0.8533296232139511,253450,4
253450-4,58102,0.5386591859949558,253450,4
